"",tSNE_1,tSNE_2
cd14.monocytes1174,29.920377332506,5.5069925860197
cd14.monocytes2260,38.8284039763069,6.88569474041918
cd14.monocytes2023,35.5907337553076,8.43611521794046
cd14.monocytes117,30.46573870494,7.28772673763266
cd14.monocytes173,41.1904857347967,-2.01613164166278
cd14.monocytes1688,22.0520577241725,17.9115898257746
cd14.monocytes583,-12.5775694589465,-25.5535403170384
cd14.monocytes1507,27.2332657752461,10.8390153011665
cd14.monocytes840,29.9781621474633,10.6051314727809
cd14.monocytes2541,32.0675285589083,2.78872924628567
cd14.monocytes1802,27.7401145406348,16.1242493677467
cd14.monocytes9,30.6675944768277,13.9281192596822
cd14.monocytes1955,24.9610351431817,8.09923995978105
cd14.monocytes509,29.6422612280095,11.1477959315982
cd14.monocytes1750,20.4955470395749,24.0121076078053
cd14.monocytes1902,27.2786818793553,14.5694826804839
cd14.monocytes605,34.6786542565624,3.55200366003818
cd14.monocytes2415,39.5100147480389,6.85710012802131
cd14.monocytes1482,23.859851522042,17.2125181825952
cd14.monocytes2025,31.214526356616,3.49746849648296
cd14.monocytes2366,38.1724810714884,-0.741269828156382
cd14.monocytes194,34.49559136753,-0.870385502717086
cd14.monocytes1679,42.2372837122682,2.16629781795834
cd14.monocytes2497,31.7334182407777,9.92504720184377
cd14.monocytes638,29.2079469287366,9.1491237414075
cd14.monocytes100,41.0862423899602,-3.18529905729808
cd14.monocytes2489,43.167454683584,0.383033514632
cd14.monocytes336,37.5948834601504,5.78913217863711
cd14.monocytes445,38.8199452068988,11.5382553847995
cd14.monocytes1218,-21.7560790878591,-23.5493236765828
cd14.monocytes1604,30.6626788438263,4.76612734803572
cd14.monocytes2488,44.0105065083567,-0.283683287984738
cd14.monocytes251,41.1118708864495,8.61022246512629
cd14.monocytes1747,33.8598373953153,-1.31737227437351
cd14.monocytes4,36.9007465637223,-1.18483886058209
cd14.monocytes1931,-43.6555278902116,10.5341757874325
cd14.monocytes805,35.7090619488299,3.10496512144651
cd14.monocytes2409,34.5652185902431,7.33117134916845
cd14.monocytes492,20.4564085415042,25.4534656908695
cd14.monocytes2105,29.2194206952336,10.106045243392
cd14.monocytes1225,32.921973874133,13.0480738217286
cd14.monocytes277,39.719446373614,-1.69362215064927
cd14.monocytes882,22.4878887028765,17.7762924129836
cd14.monocytes1909,24.8417031952272,16.150398146472
cd14.monocytes977,38.4148367070865,5.16840054383246
cd14.monocytes2596,34.3098595101274,3.76675881616484
cd14.monocytes269,44.2725924299402,5.18904628377677
cd14.monocytes2411,23.2545680406,17.5737403394449
cd14.monocytes2474,34.445667804516,7.56768896926952
cd14.monocytes1011,38.9036432427021,4.86570273652256
cd14.monocytes2170,39.6874072925529,-1.17928275664514
cd14.monocytes159,25.5054324228112,8.11841903067714
cd14.monocytes1710,34.6850673131486,10.5506865485359
cd14.monocytes1721,25.858297434184,11.5983461364501
cd14.monocytes785,29.1388046205234,15.3347233240763
cd14.monocytes1594,38.3191984882953,5.76355750616964
cd14.monocytes1600,30.7239122734337,13.0312770937398
cd14.monocytes1230,34.6164929659208,0.543295447691494
cd14.monocytes2135,36.9278778400788,1.12786162718216
cd14.monocytes363,20.4873512279655,25.707692374215
cd14.monocytes1050,24.5790505407498,17.2733662828848
cd14.monocytes500,38.1300151193223,10.8988996002364
cd14.monocytes2561,35.1829052816241,9.69569250149328
cd14.monocytes1232,-17.5356879082885,17.6908528626739
cd14.monocytes932,29.9276525985288,4.13221952589133
cd14.monocytes2115,34.3743125553255,2.54756332657038
cd14.monocytes1726,41.6739327899996,-0.537772815449713
cd14.monocytes889,23.8988804464793,12.34812044624
cd14.monocytes928,21.9745970312118,15.6222243198462
cd14.monocytes476,-45.5851326767495,3.00594812422809
cd14.monocytes1942,42.0694029203367,-0.711198243036671
cd14.monocytes2540,21.4940488260205,18.1042890645209
cd14.monocytes2309,36.9142913834981,-1.42211791479856
cd14.monocytes1709,38.5867110475261,3.91948562485185
cd14.monocytes627,26.9846518092357,10.3839674925909
cd14.monocytes1648,23.2705886616126,12.5938599265709
cd14.monocytes2591,41.7995193607877,8.16026552404404
cd14.monocytes2239,29.9615132786777,8.43391342996808
cd14.monocytes756,33.9723901472703,6.65268452675407
cd14.monocytes2296,33.6522661742658,3.46128297902713
cd14.monocytes646,21.2337928994925,14.2919229980772
cd14.monocytes1095,43.7199707967834,2.79345088699142
cd14.monocytes1748,41.3298825047478,0.265797875841853
cd14.monocytes2229,38.7396637503612,10.9714241232951
cd14.monocytes1266,25.9238856853236,11.6194911947
cd14.monocytes1235,41.2059529545014,4.22796637535927
cd14.monocytes123,35.610459435933,8.39825151135646
cd14.monocytes615,35.5906606411184,3.35817333626133
cd14.monocytes1943,43.2392786920759,3.59740555147022
cd14.monocytes488,29.3977143373209,6.06156087393003
cd14.monocytes2169,23.4148773560445,12.545810945404
cd14.monocytes897,41.9826340190938,8.32150370168059
cd14.monocytes664,33.9993842804512,-0.756457206659233
cd14.monocytes1451,20.7353190176813,22.1478914073432
cd14.monocytes407,24.0835467367048,12.321228783207
cd14.monocytes1202,30.0832463623664,15.2419408261844
cd14.monocytes2531,19.7221383883748,22.3543502549803
cd14.monocytes1423,45.1276504435123,2.54335127416611
cd14.monocytes1940,42.5072395835093,5.76444864650393
cd14.monocytes1420,28.8470124461532,9.01232117963585
cd14.monocytes1329,21.0854275205713,16.8701378435572
cd14.monocytes1869,27.5870457241984,13.211180272326
cd14.monocytes349,37.9863135782166,2.59626257444686
cd14.monocytes961,37.9263788539521,-2.32096978143686
cd14.monocytes1967,-12.5991316498384,-25.5697610752043
cd14.monocytes2322,33.4220120058856,3.80081013770658
cd14.monocytes95,20.4710681520787,25.6243627944684
cd14.monocytes1636,39.1078830880739,7.17314512119047
cd14.monocytes399,20.3983591462467,24.1508614488253
cd14.monocytes285,33.236864549662,4.28636456406598
cd14.monocytes324,44.522468542252,-0.784099417333718
cd14.monocytes955,29.937692747746,8.30654159027099
cd14.monocytes527,29.1822068476707,5.91364162131302
cd14.monocytes1700,26.2601818169845,15.6847646404037
cd14.monocytes383,26.8840080222434,8.77770367137552
cd14.monocytes830,22.1837180302766,19.883735289774
cd14.monocytes812,21.277351315041,20.1531782778266
cd14.monocytes1546,29.3634861069224,9.91828093212441
cd14.monocytes988,29.4570571688399,10.6472227750868
cd14.monocytes1625,24.4376742641111,14.7897703376453
cd14.monocytes2420,43.4691000755074,0.241593833814095
cd14.monocytes2197,21.8750888019726,14.2538194193312
cd14.monocytes827,35.3493594567638,5.30856048544468
cd14.monocytes625,38.9274599687137,11.5008094714981
cd14.monocytes782,22.0925551208276,20.3064755306457
cd14.monocytes1197,42.5279658057371,6.05396278945477
cd14.monocytes46,28.7512216477831,12.0553223675689
cd14.monocytes692,35.6135684854909,12.2154972856167
cd14.monocytes1597,22.7291292672733,16.4682398492488
cd14.monocytes315,43.6031607657312,5.46647353999439
cd14.monocytes281,31.1278236990724,5.08237783504638
cd14.monocytes78,22.4362301885665,13.7876132394327
cd14.monocytes699,26.1278990035758,15.0536010784256
cd14.monocytes1397,23.5913060790546,12.0483340490298
cd14.monocytes94,28.380765436978,14.2278064470196
cd14.monocytes1755,44.099703684997,-1.29713974326845
cd14.monocytes2165,25.1527809872551,16.1600746135225
cd14.monocytes1784,21.232198655691,21.6968624419101
cd14.monocytes978,43.0787209733797,-0.0611681373048333
cd14.monocytes199,-14.6296849160109,15.7672303911858
cd14.monocytes1022,30.7266028878952,3.00822309460434
cd14.monocytes312,27.0561673788478,9.21959021366308
cd14.monocytes74,26.8979492706246,16.8861480473188
cd14.monocytes306,43.0303286981508,1.26795362029637
cd14.monocytes860,21.1719885488621,20.7497742418537
cd14.monocytes591,41.7231766639447,5.71575567084393
cd14.monocytes1242,20.5795093055987,23.4183202197132
cd14.monocytes1365,25.1433389095984,12.6172368237059
cd14.monocytes1074,29.0065832250634,9.53768007761904
cd14.monocytes1739,33.0414725566789,3.76529318258563
cd14.monocytes808,41.2404770023584,-1.91657238485457
cd14.monocytes499,41.6130026432464,-0.418618575096422
cd14.monocytes2379,25.3430676180531,17.4703467517603
cd14.monocytes6,21.7922520572488,19.8489769978794
cd14.monocytes2241,33.7001830987141,7.23851658989209
cd14.monocytes1989,33.4685164910687,2.41894198038257
cd14.monocytes790,36.43601906158,8.27609044692201
cd14.monocytes2537,38.70748666124,10.1480366014526
cd14.monocytes333,31.4430291088098,5.75401395708734
cd14.monocytes579,22.2792510501817,19.8160730125778
cd14.monocytes2438,29.8296135582026,5.97881163806989
cd14.monocytes339,37.2360446408612,5.21208656070427
cd14.monocytes1965,31.2117737302947,10.3520309533618
cd14.monocytes913,31.301855946596,2.3829222579793
cd14.monocytes1042,29.4029234061489,13.8254513494621
cd14.monocytes1296,27.1662039239722,9.85051038381619
cd14.monocytes241,34.2001846967486,10.4367266886029
cd14.monocytes1825,24.4952223850227,18.2552821937689
cd14.monocytes861,25.7364057844456,17.017007300634
cd14.monocytes2187,31.849950901783,4.90407174671976
cd14.monocytes1719,26.0919992010295,10.2406983887595
cd14.monocytes472,20.8809497871895,20.4016786222034
cd14.monocytes432,44.8758653363749,5.19393804429639
cd14.monocytes1461,29.0341614062433,14.322113754022
cd14.monocytes2482,21.5027273013677,18.0647673018531
cd14.monocytes2160,-36.7117201736371,11.4153043904243
cd14.monocytes746,20.8832654588955,22.9076734768667
cd14.monocytes437,34.2651038862192,6.40532933873692
cd14.monocytes2382,29.3546328378377,15.3505905614828
cd14.monocytes2507,31.9023148748606,10.7091843035411
cd14.monocytes1455,27.3865722022772,12.2349488163824
cd14.monocytes91,23.2924401568693,12.5971835780798
cd14.monocytes2532,22.0401022577502,19.9312902305561
cd14.monocytes1452,34.2670338729152,0.34514451806131
cd14.monocytes1082,37.2043814897408,1.96810508608815
cd14.monocytes617,29.1052624948586,11.7971764033943
cd14.monocytes600,22.2159451454648,20.1532775286769
cd14.monocytes420,30.2543036789601,5.13532149403394
cd14.monocytes1529,39.4742521921763,-0.327268916467018
cd14.monocytes515,43.9778370198569,3.17866792297897
cd14.monocytes60,23.2854495020341,17.4610054973583
cd14.monocytes1586,20.4790515591839,25.6423096829245
cd14.monocytes188,23.3843789364876,15.6212447239928
cd14.monocytes37,37.6913795576383,-0.429111313161913
cd14.monocytes525,24.8936258264053,12.7487044468142
cd14.monocytes2395,36.658694395099,-0.300223107042846
cd14.monocytes30,38.3609383355352,10.4867840321507
cd14.monocytes366,41.0950385484002,0.282901154523961
cd14.monocytes302,33.9531379713518,2.88827690343507
cd14.monocytes396,29.015008617839,11.2437899626878
cd14.monocytes2164,26.1227927393308,18.4609373544154
cd14.monocytes2521,25.890588384973,11.4071164483234
cd14.monocytes2355,43.970666791227,3.27455823333236
cd14.monocytes1497,35.804658423536,5.29327689226544
cd14.monocytes1946,29.8314366190555,8.84191328947541
cd14.monocytes2403,39.2894988713437,5.90250860359347
cd14.monocytes1117,23.7382286448713,19.8411094671172
cd14.monocytes1652,39.5707237682751,8.53601466321028
cd14.monocytes1093,42.3827858973429,1.9764939640969
cd14.monocytes641,24.8160686048106,9.74750278974105
cd14.monocytes20,39.0597091198327,2.39141393412591
cd14.monocytes51,43.6551783964585,1.9260887067082
cd14.monocytes546,38.25139085691,4.93177711038439
cd14.monocytes2048,41.2953551571755,2.08350256511919
cd14.monocytes2174,21.085953455953,21.998580313137
cd14.monocytes2440,26.3649896424666,9.88494582201044
cd14.monocytes354,36.0600884834155,5.40355861890981
cd14.monocytes835,20.4472722506958,25.3590347626398
cd14.monocytes874,28.5399764236191,14.3359873566223
cd14.monocytes1312,27.4936141273624,11.3586575090947
cd14.monocytes719,35.6126624242894,8.68870153653309
cd14.monocytes2562,25.9887174399886,17.6945557241371
cd14.monocytes2141,21.7074632951612,18.3442712025717
cd14.monocytes1549,38.0149887161494,5.85259928306844
cd14.monocytes711,25.1328464078617,12.454060234864
cd14.monocytes1915,21.5002399488402,21.0340013319862
cd14.monocytes1425,38.7369662314595,3.08908554626057
cd14.monocytes1205,38.9341561842455,10.9291133412599
cd14.monocytes1386,25.8537947049024,17.6516317577193
cd14.monocytes713,30.7385338614253,14.595141045548
cd14.monocytes2348,40.8525213353377,-2.43431455213509
cd14.monocytes887,43.5528046904071,6.51024319119773
cd14.monocytes1376,34.0168481048901,-0.606795113854377
cd14.monocytes1843,39.5959315559078,4.9848001654996
cd14.monocytes696,37.0431161158315,1.77476898380564
cd14.monocytes459,32.4924535739204,4.77714391651543
cd14.monocytes1176,34.2139408734969,3.98461435119622
cd14.monocytes394,43.0837594617267,1.91960088745953
cd14.monocytes631,33.4580721444914,6.01586618229321
cd14.monocytes1441,28.738579025678,18.5592420021503
cd14.monocytes788,20.4843381847099,25.6650174422146
cd14.monocytes1687,44.0534793883549,1.2873340617919
cd14.monocytes524,33.0580905640838,5.89718414041036
cd14.monocytes105,44.5590907601747,1.95079597036825
cd14.monocytes2503,31.6606389379682,4.95690048840365
cd14.monocytes1808,40.9278542496085,-2.07547241591851
cd14.monocytes1979,38.0905895164459,4.96766520248108
cd14.monocytes1163,44.0249055684481,3.31474180447292
cd14.monocytes2478,20.4509038336524,25.4678539768206
cd14.monocytes986,38.3013918482436,4.24765251630732
cd14.monocytes392,35.0420059867964,2.44183227348487
cd14.monocytes1992,38.0912666015938,3.53063520968695
cd14.monocytes513,23.1742087900281,16.6249460128773
cd14.monocytes2139,41.1060689842718,-0.968519047813102
cd14.monocytes1919,26.336702234658,8.52771449768328
cd14.monocytes289,27.1698923698779,15.6613743102462
cd14.monocytes1776,39.4014966104375,0.583969191099377
cd14.monocytes1937,30.8830085188598,6.24011136807941
cd14.monocytes371,44.5491360069898,4.65134373448993
cd14.monocytes2535,45.2906284788904,1.63889430793555
cd14.monocytes2223,20.1773004439079,22.4883500730717
cd14.monocytes2467,30.9659472048716,14.0926522795158
cd14.monocytes1160,39.7520163485275,6.96444348739602
cd14.monocytes1567,38.400177296103,5.76101559168839
cd14.monocytes1303,21.3764688369537,21.2039505473393
cd14.monocytes1265,35.9676351500616,8.80618042908832
cd14.monocytes614,36.6327411324304,8.49543865901496
cd14.monocytes164,21.4752835009434,21.0318944559226
cd14.monocytes2178,33.9251153350844,6.61228969513566
cd14.monocytes2419,24.5536968390399,17.4027161198765
cd14.monocytes442,25.2012464204654,16.034649447039
cd14.monocytes2140,43.4756026289258,1.44671728982756
cd14.monocytes1850,26.452584843297,10.3061855948879
cd14.monocytes2386,36.5941123514816,4.50126402005059
cd14.monocytes1999,39.7199759087847,-3.1926570240005
cd14.monocytes2316,23.4561592809914,14.2183824462739
cd14.monocytes1189,33.4130780497895,6.05273217811566
cd14.monocytes582,20.2380713791526,23.4204278435475
cd14.monocytes271,44.0932958136474,1.44787113483738
cd14.monocytes2463,36.1204203680139,5.3810981089376
cd14.monocytes2548,40.3536337568644,6.7988423880657
cd14.monocytes1443,30.7103770401071,9.10986826740842
cd14.monocytes1406,40.0902341198425,8.24170891138771
cd14.monocytes2364,31.7861424485922,10.5073681006739
cd14.monocytes130,38.5165037692205,-0.546024732401517
cd14.monocytes1139,22.4265494079265,16.7615326222061
cd14.monocytes758,24.5174693753816,10.4515162157733
cd14.monocytes1641,44.1928483125104,-0.582403878323394
cd14.monocytes1727,34.5558748234671,6.62704206125415
cd14.monocytes2166,34.4193570111481,0.875514430330909
cd14.monocytes556,35.3398915723823,12.4076619016247
cd14.monocytes428,-21.7420369254843,-23.4957124283671
cd14.monocytes1852,37.6543255866541,11.2997512747403
cd14.monocytes795,34.0925403160282,4.4548996322325
cd14.monocytes2336,45.0787000535779,5.55327450081063
cd14.monocytes1896,29.6871949127685,8.46451277179971
cd14.monocytes2367,44.0062500915676,5.23915001876335
cd14.monocytes729,20.4065856696307,24.1268025104442
cd14.monocytes2036,29.4439694929534,5.89690514803171
cd14.monocytes2570,29.2114633654033,13.8435113463772
cd14.monocytes1023,34.3295583691325,0.733599069568292
cd14.monocytes1917,33.1995606613149,11.9056151976124
cd14.monocytes1973,25.8350801622026,10.1683536071787
cd14.monocytes110,21.2517607796371,17.296457821887
cd14.monocytes1077,33.5055383050777,6.44880902814608
cd14.monocytes1492,31.5217304365714,3.48970026293944
cd14.monocytes1421,25.5358307098594,9.80233948072903
cd14.monocytes175,37.2086715337227,1.92326864435397
cd14.monocytes1297,28.5679684123884,18.4241113563772
cd14.monocytes161,26.9378173293606,18.1113200842781
cd14.monocytes1394,31.0803793165977,2.67138045937855
cd14.monocytes1183,25.8166251935263,9.92939242395148
cd14.monocytes1395,37.9968508916462,6.41675626287656
cd14.monocytes1170,29.9977224131407,4.1073270497406
cd14.monocytes1488,30.5706877320281,2.52157809454732
cd14.monocytes1089,25.33002345244,16.6869820740756
cd14.monocytes1647,37.8725797116264,1.98037599288838
cd14.monocytes2004,38.7446274471239,3.088309186708
cd14.monocytes1875,24.5837993000097,10.4671685204315
cd14.monocytes1375,34.8976531384746,0.555413284917099
cd14.monocytes296,34.8343715486797,10.0225169669113
cd14.monocytes559,37.3399138860959,-1.98292038871118
cd14.monocytes10,34.1281451148695,10.3977645137883
cd14.monocytes1221,27.9869178709144,9.96240267235438
cd14.monocytes141,44.33340417164,-0.633998391748273
cd14.monocytes676,39.4490437364243,-1.81720447403495
cd14.monocytes602,20.9905000563446,22.2703299015612
cd14.monocytes1052,29.0685082106116,15.6232303716674
cd14.monocytes193,39.0453066650184,9.17978557589251
cd14.monocytes279,35.1374158923485,5.74785536381566
cd14.monocytes482,29.1680306639974,12.6312805720586
cd14.monocytes1009,26.5160173562576,9.73749391677603
cd14.monocytes1969,28.8472872257165,18.4507929841603
cd14.monocytes1200,35.8588662705326,12.2627368799987
cd14.monocytes2054,37.0962868523029,3.87267722615082
cd14.monocytes535,24.1711402018635,17.3213499605576
cd14.monocytes1550,37.7996694376871,-0.48405170462209
cd14.monocytes1144,28.1039649873204,12.9987320274582
cd14.monocytes1437,25.9791406944989,10.2640258790932
cd14.monocytes572,40.0356078879458,-2.22465412147112
cd14.monocytes1829,22.5228794117728,19.7901825599143
cd14.monocytes575,25.8499273791812,14.4156325486492
cd14.monocytes257,33.867019341171,7.06473381673262
cd14.monocytes926,43.3738893791337,0.797718753339454
cd14.monocytes1991,43.9676291665621,3.86872237145088
cd14.monocytes1519,20.4358181157398,24.5317029379974
cd14.monocytes534,43.0616717293495,-0.274998227059098
cd14.monocytes923,30.3260966964475,3.81482924510222
cd14.monocytes1339,30.9333143860828,2.62996072233671
cd14.monocytes1268,33.8586505700714,-0.494805981377963
cd14.monocytes1186,37.3923317490009,3.82958635159966
cd14.monocytes1835,22.6813273024957,13.6139664783736
cd14.monocytes818,26.3048686236766,12.6971270910129
cd14.monocytes853,37.7802834650601,10.3344388521749
cd14.monocytes1433,21.3648222019181,16.6703367669938
cd14.monocytes1008,34.2149176020067,3.11975830831642
cd14.monocytes1848,36.8275302243743,-2.11138351095983
cd14.monocytes1526,41.0130181779038,0.738476967060335
cd14.monocytes2599,21.0732465789314,20.860163889922
cd14.monocytes229,21.6588197279092,20.3194626613541
cd14.monocytes1672,33.9874469588512,-0.746728407013136
cd14.monocytes1548,20.8355193726105,21.4895722798054
cd14.monocytes1621,20.9823381616356,22.7796711300431
cd14.monocytes649,33.5031250170851,13.0577799703732
cd14.monocytes1010,28.1366032063875,18.387764017853
cd14.monocytes2222,44.3674363435381,-0.901863883621396
cd14.monocytes17,23.4436926656183,15.5854873032105
cd14.monocytes85,28.2471650129143,13.1624108723109
cd14.monocytes869,36.9629216882576,-0.60853548842683
cd14.monocytes518,28.9374017127708,6.9592452636196
cd14.monocytes1353,42.2705252852099,0.717060263228027
cd14.monocytes2578,-13.7893146457567,24.5852039068256
cd14.monocytes687,25.2076699749016,16.621767209504
cd14.monocytes260,33.5533749017693,2.12668834688739
cd14.monocytes844,42.1835331857246,0.598643960139573
cd14.monocytes2064,36.7437316529746,0.733029928591871
cd14.monocytes1390,29.6621771467803,11.6614962938925
cd14.monocytes246,29.9524240514328,6.74739504706806
cd14.monocytes2560,35.7624612943581,8.17356234343382
cd14.monocytes1827,26.9905324046728,11.2967696691683
cd14.monocytes1694,34.6612842324784,7.31092222774653
cd14.monocytes1535,37.7632510249988,-2.53056261557629
cd14.monocytes2432,21.5659742553849,18.4404584002078
cd14.monocytes408,24.8850995949532,17.3640328160049
cd14.monocytes1818,36.5108472224121,11.4390349506726
cd14.monocytes586,24.1693515483922,9.49652988980015
cd14.monocytes2258,44.9119710813852,0.335421532602913
cd14.monocytes738,37.8135219755753,4.83784254674974
cd14.monocytes2193,43.6159827848574,6.13020624640808
cd14.monocytes1245,36.4635914911211,8.98998625241226
cd14.monocytes1913,39.6928749336632,-3.24067395190816
cd14.monocytes786,24.609277563173,14.1645254800585
cd14.monocytes1502,34.9539749375145,9.99041880201782
cd14.monocytes1718,42.8463094188735,1.05805744789834
cd14.monocytes1510,30.6146822855073,13.7473733094059
cd14.monocytes2436,28.73841115437,12.148338415567
cd14.monocytes1333,27.3865918960906,15.1922586200316
cd14.monocytes33,28.1782155550047,12.7143669728537
cd14.monocytes940,43.3585070379935,3.67664361627881
cd14.monocytes994,23.333009147826,14.5212604735271
cd14.monocytes1463,30.1449639000983,7.56465696568799
cd14.monocytes2607,34.0336854355323,3.71438583057996
cd14.monocytes250,20.4500160750506,25.3997641818301
cd14.monocytes1774,35.4644865740387,11.8135587290329
cd14.monocytes2393,38.9270381924951,11.2913767682467
cd14.monocytes2462,23.5902256783139,10.9486594490422
cd14.monocytes382,43.1188835548809,6.48355568481529
cd14.monocytes284,23.5359865684721,12.1064551343219
cd14.monocytes1467,33.5005629345794,12.5292145651884
cd14.monocytes594,36.4965363914025,-1.21662570540287
cd14.monocytes2061,30.1304562091189,9.57676532342948
cd14.monocytes1543,40.5501926203954,-0.568181837196755
cd14.monocytes2250,43.666212057765,0.100531797017065
cd14.monocytes59,31.1254345810375,12.6217840520573
cd14.monocytes2125,38.0517978782078,5.97251575387475
cd14.monocytes1282,34.6215062700436,9.97364565500865
cd14.monocytes1236,37.3228425015293,12.7660185727
cd14.monocytes2335,23.7948263316439,13.6165062002823
cd14.monocytes1306,37.032890863208,-3.04332710497257
cd14.monocytes1059,38.8486683295218,3.15018390906978
cd14.monocytes1822,41.5803504062019,2.26377356986732
cd14.monocytes1601,38.4621110725572,10.9304943676664
cd14.monocytes1953,27.162057646321,15.2794179206981
cd14.monocytes1523,41.6636433617837,5.50022420225687
cd14.monocytes86,31.3255963883639,3.10602539132686
cd14.monocytes1985,35.1134890324503,2.55033005722115
cd14.monocytes368,22.9708634569284,15.4480030160026
cd14.monocytes1172,40.5002992756841,7.7419162420463
cd14.monocytes1033,32.3481079587721,10.6985859590059
cd14.monocytes2299,22.6038031218555,12.0568945490428
cd14.monocytes2585,29.9733042325764,13.2023024860416
cd14.monocytes2087,37.41095044809,2.37461979042695
cd14.monocytes416,23.4617222468433,11.923842758556
cd14.monocytes807,29.1133893658391,15.1946059943621
cd14.monocytes832,35.6877625303225,5.20855120185462
cd14.monocytes1673,27.5100073805065,13.5538970662283
cd14.monocytes239,22.9081481385534,19.6522136045056
cd14.monocytes1743,40.9436642085416,1.34811985619023
cd14.monocytes1623,29.6686339279519,13.6959551597485
cd14.monocytes1427,23.1419135547762,15.0433416516016
cd14.monocytes1253,22.8346231319705,13.9046943269913
cd14.monocytes1948,27.224334936887,18.2717323668174
cd14.monocytes1691,31.3145498238466,9.2559905712978
cd14.monocytes880,45.2785059677108,2.41542403047596
cd14.monocytes1725,37.8781067614092,5.72786478580454
cd14.monocytes230,34.7497988892993,0.166515370692371
cd14.monocytes2334,25.8979097755425,10.2772818643804
cd14.monocytes2473,30.3891292819895,7.02537199069177
cd14.monocytes75,29.7983451916046,14.8045259042786
cd14.monocytes2464,44.3881488020976,4.92004438385546
cd14.monocytes569,36.5017927127261,8.87753173957904
cd14.monocytes1320,30.7945111598711,8.69104797399056
cd14.monocytes2312,25.3207850923256,9.13093399617509
cd14.monocytes2137,30.4308801868746,13.4833756385298
cd14.monocytes2091,43.3961217553116,0.265208944020886
cd14.monocytes1577,40.1705386577929,6.86593158956987
cd14.monocytes71,31.0380875021917,9.68738455928809
cd14.monocytes256,31.2872082524449,10.1301634288376
cd14.monocytes523,24.5286259995037,17.4676427335252
cd14.monocytes2010,20.5986019833463,22.6002455168572
cd14.monocytes1564,41.5740591105096,-1.2376949630692
cd14.monocytes2294,40.9865333084224,-0.554000965370214
cd14.monocytes1389,20.5094724627749,25.8431042235551
cd14.monocytes683,38.9930564016786,8.51492565388
cd14.monocytes1481,31.1481677026356,3.29361751668652
cd14.monocytes2289,36.2741851904051,6.30664381506544
cd14.monocytes842,45.0792713800529,2.60019612505707
cd14.monocytes739,26.3373249969794,16.9425090741094
cd14.monocytes1150,35.7698858402545,3.06854488993289
cd14.monocytes237,22.4734226205156,14.7965265408533
cd14.monocytes1680,39.4115457495119,5.77743126798366
cd14.monocytes2480,26.2331605228851,17.3444423483321
cd14.monocytes2354,20.4954799271555,25.7519943494158
cd14.monocytes1019,39.3563072138819,2.22791353657959
cd14.monocytes413,-21.7358691783319,-23.6765612467438
cd14.monocytes2373,36.5908239747468,3.30282541956629
cd14.monocytes2002,35.8947361018507,4.90255783447794
cd14.monocytes1970,27.0174227224159,15.312998582358
cd14.monocytes2580,42.3415337566028,-0.33910678431282
cd14.monocytes48,37.1158750743036,0.538205727051785
cd14.monocytes691,26.8098646125428,9.29239840103646
cd14.monocytes526,37.7949284647697,-2.99351423905599
cd14.monocytes1944,28.3274093703032,16.352670094216
cd14.monocytes1677,26.0596392135151,10.1044725699543
cd14.monocytes616,42.9940665869647,2.50246433563227
cd14.monocytes1310,40.8658520977609,-0.908544067785211
cd14.monocytes709,39.2238706184382,5.27102071533076
cd14.monocytes1133,41.2830116459121,-3.00354130744869
cd14.monocytes545,30.319802052683,15.1870777221935
cd14.monocytes552,45.6455579122034,1.45490884555503
cd14.monocytes2454,39.8061664412586,8.80207531466336
cd14.monocytes1195,22.449133062635,16.3914244187962
cd14.monocytes1368,24.4200744138171,17.3187395048575
cd14.monocytes838,28.9667071175979,13.679348250536
cd14.monocytes931,35.4355822522576,8.19319151059192
cd14.monocytes1122,32.0417845064286,2.59079888245317
cd14.monocytes236,45.0084440069126,1.25221025599338
cd14.monocytes2392,20.4462649496855,25.387055313432
cd14.monocytes2439,28.7628905543108,9.34396936728673
cd14.monocytes1812,44.0374229914416,3.44123333474285
cd14.monocytes1723,25.5121050745763,12.675834505631
cd14.monocytes1754,27.9504741832756,11.5659642507551
cd14.monocytes1811,35.1509730821691,0.392622470180427
cd14.monocytes1863,24.8427899139722,9.02313319780101
cd14.monocytes675,45.6054852633332,1.61683493313364
cd14.monocytes730,20.6426850303325,19.6824126543299
cd14.monocytes1103,37.9109684262621,11.2224667566783
cd14.monocytes778,21.1381327798683,20.9352149804075
cd14.monocytes2513,20.7237681168559,18.9862841562909
cd14.monocytes742,40.579504875596,6.92769286362624
cd14.monocytes1223,26.1762349659835,16.2746260286385
cd14.monocytes1868,22.968940878237,13.8069555183753
cd14.monocytes1768,35.1985978273536,4.75197173842884
cd14.monocytes779,35.8157480969739,12.1563270578785
cd14.monocytes309,26.4465281106585,17.3047944746326
cd14.monocytes1098,20.4418017889383,23.6610284507669
cd14.monocytes203,38.2113291972159,4.70346746746985
cd14.monocytes1319,29.4422372642096,10.7328046246216
cd14.monocytes1347,33.9962045717821,-0.62451867451998
cd14.monocytes1527,34.5032013864532,-0.846413423382847
cd14.monocytes1634,-33.4350609510342,14.4132428957715
cd14.monocytes801,37.6986582456168,11.3547672870216
cd14.monocytes1247,36.9768788724753,-2.40391314242197
cd14.monocytes2009,37.8267319463993,-1.58733353782716
cd14.monocytes1351,38.6514606753609,-1.65482625074973
