"",tSNE_1,tSNE_2
naive.cytotoxic3948,1.26199196890258,-24.6855554984785
naive.cytotoxic3786,9.03572710433945,-4.89054375789806
naive.cytotoxic7253,8.32436213322001,-15.0618428049274
naive.cytotoxic7315,1.72874104565968,-13.1360611430668
naive.cytotoxic11329,11.2864680689944,-13.6614691285797
naive.cytotoxic10046,6.58679685415816,-18.4053393159699
cd14.monocytes1676,40.2389813115046,3.74003441444785
cd14.monocytes1070,33.3031146643889,-2.02109991999726
cd14.monocytes2404,29.8879752755709,5.26280771911927
cd14.monocytes1178,38.9623391449244,2.63141773632274
cd14.monocytes2385,34.3834515778515,-5.1105903567502
cd14.monocytes69,29.07191602479,8.3174024227489
cd14.monocytes892,26.4263818370138,7.3107644451901
cd14.monocytes668,38.8996019097568,3.05400114134187
cd14.monocytes2024,39.2043089862163,-0.729475421861455
cd14.monocytes771,31.5449235295924,-4.21197489974749
cd14.monocytes670,38.3528237613177,6.28165043180262
cd14.monocytes1226,27.7369232580767,8.20036407572488
cd14.monocytes183,38.0073206100944,9.43817355383448
cd14.monocytes589,23.1359619177572,8.65614924042578
cd14.monocytes299,39.0588728439515,9.24809368360436
cd14.monocytes208,40.3634535152506,1.74903254214264
cd14.monocytes1145,28.0825263505694,5.16183609512669
cd14.monocytes2550,21.0649657178361,20.2434620992038
cd14.monocytes2501,31.5424429364185,-5.94698306197956
cd14.monocytes2069,28.4828948568616,2.4866870008145
cd14.monocytes1405,25.6235202969019,3.59392457441939
cd14.monocytes1181,31.5249509455631,-4.98662279621389
cd14.monocytes547,29.7664438585208,0.422025638185108
cd14.monocytes598,32.4822475665834,-3.96942078549358
cd14.monocytes1530,32.2421683044853,5.32094127729003
cd14.monocytes669,34.383479268543,-6.64298207544089
cd14.monocytes1959,33.96723537715,9.24980438620532
cd14.monocytes1426,36.1434888176254,-0.683997668214396
cd14.monocytes253,37.8967099157583,3.59792115045902
cd14.monocytes389,37.8286668960231,-2.71044837495731
cd14.monocytes377,39.3614400627855,-1.76528561625981
cd14.monocytes2557,40.8354899244671,-0.783461463354053
cd14.monocytes68,30.6862944342953,6.41442653964839
cd14.monocytes1565,34.0334505670564,1.63116060763203
cd14.monocytes264,35.4477220781589,-4.39765941349863
cd14.monocytes1313,21.0405656592658,19.0636050934879
cd14.monocytes483,31.5364681642732,9.02043642018901
cd14.monocytes1307,36.9607915624982,1.91477028679801
cd14.monocytes992,21.1906196036702,15.923592621733
cd14.monocytes1515,21.0675729039081,20.2384624159742
cd14.monocytes2369,32.7839628119556,9.67255716180113
cd14.monocytes1501,28.3335138434962,-1.99082968000631
cd14.monocytes2090,24.6707301380431,8.36512538771447
cd14.monocytes1972,35.1321007506626,-4.31648670910209
cd14.monocytes1561,40.6026796337383,-1.665014707583
cd14.monocytes1371,27.0717569086606,0.517194176807655
cd14.monocytes733,23.0213963795204,11.7017747218362
cd14.monocytes319,22.1783878017621,10.0797783051671
cd14.monocytes1241,34.3714394055367,9.33747703604789
cd14.monocytes942,29.8654054072858,8.7937862796488
cd14.monocytes1814,27.6342056575591,6.59337434120392
cd14.monocytes2437,35.2492726845571,9.80389907602897
cd14.monocytes787,27.7250706611065,7.16489178114442
cd14.monocytes2101,21.805821264493,13.6752817892761
cd14.monocytes2188,36.1377278190816,-2.86266878714828
cd14.monocytes118,21.0253501957019,20.2301378710675
cd14.monocytes2208,24.4948602408749,10.7857418245104
cd14.monocytes1217,33.6183452272496,-6.5534655340397
cd14.monocytes311,23.7131671512408,11.6615453270489
cd14.monocytes1675,30.1460796350132,0.867340036066312
cd14.monocytes581,36.2534599882572,0.639614990530491
cd14.monocytes1174,23.3772625847151,5.92633326287447
cd14.monocytes2260,33.9866130422628,3.39278815218953
cd14.monocytes2023,24.7232872755996,1.68881105622758
cd14.monocytes117,35.4051846341387,10.3483232687075
cd14.monocytes173,34.4844224065934,3.29767474153869
cd14.monocytes1688,21.7224009517127,12.0227299042481
cd14.monocytes583,41.0379234199035,-4.91187291103024
cd14.monocytes1507,34.3312710034864,3.34636113154704
cd14.monocytes840,30.1633506162204,8.86899546923
cd14.monocytes2541,31.0870511381007,-2.86692342790457
cd14.monocytes1802,26.8737327521165,6.73984653252811
cd14.monocytes9,30.292490116925,8.8970049049552
cd14.monocytes1955,35.9072636169596,0.239592058442342
cd14.monocytes509,30.2469382095114,0.942381520958641
cd14.monocytes1750,20.8897944785374,18.9064977716319
cd14.monocytes1902,31.5822592495634,9.3152608129151
cd14.monocytes605,38.9495917624406,7.0718280578091
cd14.monocytes2415,33.4810439164053,3.56017612293611
cd14.monocytes1482,24.4895339713008,11.9739859207657
cd14.monocytes2025,38.3104651106601,9.2427383741398
cd14.monocytes2366,42.2145688189118,5.24600665548174
cd14.monocytes194,39.4304164332381,2.29357306501562
cd14.monocytes1679,35.5657396911133,5.75745682232006
cd14.monocytes2497,25.2397536477681,9.32551354310168
cd14.monocytes638,24.3570927165651,9.38055128903107
cd14.monocytes100,36.3443194126227,-1.84898761158543
cd14.monocytes2489,33.5880128947695,-6.50738310426869
cd14.monocytes336,30.5309362448967,-1.66340335871253
cd14.monocytes445,29.2784279868631,5.79030370586485
cd14.monocytes1218,21.1261434273136,21.1528422999216
cd14.monocytes1604,39.6712551574403,7.74739797942057
cd14.monocytes2488,40.3418973236821,-2.41782026443728
cd14.monocytes251,29.0977273947745,-3.16528630110977
cd14.monocytes1747,36.3199094521154,2.96058049565843
cd14.monocytes4,38.461407277528,3.17685333375914
cd14.monocytes1931,-36.9772130246773,2.2407726490981
cd14.monocytes805,31.5166061756795,1.25335394121893
cd14.monocytes2409,36.5321819065207,10.3372003302421
cd14.monocytes492,20.9995682357319,19.980515964347
cd14.monocytes2105,36.2221190081118,7.71100849999107
cd14.monocytes1225,24.1089367137062,6.9349344412079
cd14.monocytes277,31.2778060126254,-1.49003226998962
cd14.monocytes882,21.514997757817,12.997839890696
cd14.monocytes1909,22.9721060173177,7.97453237851922
cd14.monocytes977,25.6421906548104,3.46939686888442
cd14.monocytes2596,34.5809914599373,8.02963660168069
cd14.monocytes269,28.7076479540901,3.45819160520226
cd14.monocytes2411,23.3313874534379,10.2075228618818
cd14.monocytes2474,34.6042819751682,4.54875954950481
cd14.monocytes1011,37.7913905657753,4.74400710172744
cd14.monocytes2170,40.566908491468,-1.90982433305519
cd14.monocytes159,38.001928455422,8.44994488908633
cd14.monocytes1710,25.1455248337882,1.27998965681834
cd14.monocytes1721,27.6951163471245,2.39121229389839
cd14.monocytes785,24.8047919022937,6.80886091024133
cd14.monocytes1594,34.3933716980163,2.97315726841037
cd14.monocytes1600,25.5543352196919,3.44808353959214
cd14.monocytes1230,36.654543919117,5.11565142756319
cd14.monocytes2135,37.8043706326826,0.582339569509209
cd14.monocytes363,21.0576858284051,20.2077916089006
cd14.monocytes1050,24.6086359453807,10.7984606230576
cd14.monocytes500,29.8007766486863,5.97423845397828
cd14.monocytes2561,30.1874261945674,0.641114456591322
cd14.monocytes1232,-39.1193250369989,9.09469201916982
cd14.monocytes932,40.2466124037307,7.37173652038709
cd14.monocytes2115,39.9920061794083,7.54464755549619
cd14.monocytes1726,37.987028876999,0.724946400398305
cd14.monocytes889,28.6491016217127,10.3328381013681
cd14.monocytes928,22.9901607322179,5.59807926858585
cd14.monocytes476,41.0524012735362,-4.88120941608132
cd14.monocytes1942,34.219778378812,-3.49990045801691
cd14.monocytes2540,21.4965017095827,12.913552530024
cd14.monocytes2309,35.0836122160413,0.292532679744265
cd14.monocytes1709,30.4957388406302,-2.61642281617573
cd14.monocytes627,26.2416351140268,5.21536634467217
cd14.monocytes1648,27.6710171376322,5.63516266904137
cd14.monocytes2591,34.3927030598481,-3.79671917237186
cd14.monocytes2239,36.0329092873707,9.13282560212238
cd14.monocytes756,40.7807456090903,6.40947171195734
cd14.monocytes2296,39.0061654956633,2.91694001962363
cd14.monocytes646,26.7383934611859,9.83296030385542
cd14.monocytes1095,24.8630819786773,0.782724619918478
cd14.monocytes1748,38.2938907843708,4.11265334167256
cd14.monocytes2229,26.606477567299,7.8119308205589
cd14.monocytes1266,22.9836038776064,5.49442931663142
cd14.monocytes1235,34.3032428384223,-4.9999978343406
cd14.monocytes123,33.3666073234527,0.310260345696147
cd14.monocytes615,36.4212182525706,-0.243661619679951
cd14.monocytes1943,31.9051033472185,-4.05319273484387
cd14.monocytes488,25.9893607989401,5.93549884660132
cd14.monocytes2169,27.4415553119512,6.08572591128763
cd14.monocytes897,32.5677403987261,3.89596598097706
cd14.monocytes664,38.9651538885662,8.90359952674346
cd14.monocytes1451,21.1269077429289,16.6489869590814
cd14.monocytes407,23.0334559203237,7.16314454682382
cd14.monocytes1202,23.5928375945585,8.61460081403416
cd14.monocytes2531,20.5468867677403,13.0014196479521
cd14.monocytes1423,36.6192732570403,-2.83956930386708
cd14.monocytes1940,37.7042695244271,7.27464516340827
cd14.monocytes1420,28.187390423525,2.10712823144343
cd14.monocytes1329,20.2653819339482,13.3501924131128
cd14.monocytes1869,28.8634004340666,10.4002563919275
cd14.monocytes349,36.2682777601827,4.96225041941226
cd14.monocytes961,39.0474103097142,5.16116591802636
cd14.monocytes1967,18.0796442020405,-27.8419055494335
cd14.monocytes2322,40.9994101372275,7.04198247326029
cd14.monocytes95,20.6789643718379,20.3910562104106
cd14.monocytes1636,26.6731313824034,0.136093772246573
cd14.monocytes399,21.0743312973366,19.1179080695553
cd14.monocytes285,38.777184568443,3.52549738664638
cd14.monocytes324,39.4915955122242,-0.12331929215248
cd14.monocytes955,23.911751871849,1.44517758107964
cd14.monocytes527,32.2778040955433,9.60678239747184
cd14.monocytes1700,27.0710334804964,6.30719689229424
cd14.monocytes383,28.7993752153313,0.186744992110771
cd14.monocytes830,21.5357042890831,14.0273548665355
cd14.monocytes812,21.2477090846137,16.2593572781002
cd14.monocytes1546,26.3258982767847,5.02896026820801
cd14.monocytes988,34.7060744711889,6.00612935976177
cd14.monocytes1625,21.0766497025508,7.82045476366242
cd14.monocytes2420,32.2065596563267,-6.14582786762042
cd14.monocytes2197,21.1819093140461,7.52750195568567
cd14.monocytes827,37.5580134268898,6.60108123385251
cd14.monocytes625,29.3718860835951,3.86724696963594
cd14.monocytes782,21.9903424921504,13.3190985524155
cd14.monocytes1197,36.7469320286923,5.0212256847866
cd14.monocytes46,30.1607461594237,6.59470529422599
cd14.monocytes692,32.3694693338783,5.1078173247655
cd14.monocytes1597,28.939335326617,11.9813148718845
cd14.monocytes315,24.1890742192936,1.11994035648362
cd14.monocytes281,32.4223284724145,5.33211510590831
cd14.monocytes78,23.5737460244091,11.9641028386193
cd14.monocytes699,33.5859439669678,6.66331069076525
cd14.monocytes1397,28.6492539814734,10.03084510157
cd14.monocytes94,23.094966796291,5.99312456776081
cd14.monocytes1755,36.9038618906192,-2.96079595127581
cd14.monocytes2165,24.5291121288899,8.59451825511565
cd14.monocytes1784,20.8137049844962,16.3158703009223
cd14.monocytes978,40.4165729197813,-0.227284904251777
cd14.monocytes199,-37.6272869711856,10.7201650772549
cd14.monocytes1022,36.7201937216678,2.50980703440653
cd14.monocytes312,29.3351415830081,-1.89599347552626
cd14.monocytes74,22.8694084993766,10.8599107033812
cd14.monocytes306,38.9786278442932,-2.47687162011343
cd14.monocytes860,21.3559384037392,15.2599289838074
cd14.monocytes591,38.4038495794845,8.7701932528076
cd14.monocytes1242,21.0725632207624,18.2391087417374
cd14.monocytes1365,30.222862562151,8.9232140816178
cd14.monocytes1074,32.9145646064012,5.43793706083962
cd14.monocytes1739,34.3944256108685,0.130919035174645
cd14.monocytes808,34.3583929461012,-6.09793535893994
cd14.monocytes499,35.5225431975126,4.79064070587231
cd14.monocytes2379,22.4942982788286,13.4290219556241
cd14.monocytes6,20.393872910588,13.6851372041698
cd14.monocytes2241,27.521038112713,7.82664210923248
cd14.monocytes1989,34.1185622514701,9.49344828226823
cd14.monocytes790,41.0066941515349,-0.896788923082116
cd14.monocytes2537,29.5828180623979,4.13397515251714
cd14.monocytes333,26.176380086388,1.23061267077137
cd14.monocytes579,21.7094447630716,13.8140422388851
cd14.monocytes2438,32.3613777197624,0.943324184085024
cd14.monocytes339,34.2523845026211,-5.48578677509265
cd14.monocytes1965,31.7982735880455,9.25473041262282
cd14.monocytes913,32.9914247443152,-4.35061964155006
cd14.monocytes1042,24.6472028214082,8.0561701142631
cd14.monocytes1296,35.0711041333774,6.2973559011138
cd14.monocytes241,32.6005711815006,7.16847516975506
cd14.monocytes1825,22.5076610173996,9.97924036773263
cd14.monocytes861,26.972765350856,7.21234306107413
cd14.monocytes2187,31.7820486907813,0.494049017866736
cd14.monocytes1719,30.8253986921359,6.92649115587582
cd14.monocytes472,21.0322819062793,14.0376748911509
cd14.monocytes432,24.4822916014316,1.8153767335851
cd14.monocytes1461,26.2921778230394,1.76843602768148
cd14.monocytes2482,21.2290853600162,14.1884373375801
cd14.monocytes2160,-36.6706369967678,1.21227742697512
cd14.monocytes746,20.8808030162487,18.1516729118417
cd14.monocytes437,32.9379987443211,-0.758065707793487
cd14.monocytes2382,26.5801712506273,1.87424196412054
cd14.monocytes2507,36.245354292531,10.0891042928602
cd14.monocytes1455,27.8649105750651,4.57973894751702
cd14.monocytes91,27.802005737278,1.32427113300643
cd14.monocytes2532,21.2778490077471,15.9596414078424
cd14.monocytes1452,30.0043678513661,-4.4822741717266
cd14.monocytes1082,30.1156616733071,-4.53611301368746
cd14.monocytes617,29.1384936590183,8.82981058965292
cd14.monocytes600,21.5072599375992,13.1340465264676
cd14.monocytes420,32.6808967698381,5.17271802590326
cd14.monocytes1529,35.2608392854704,-5.46252009276035
cd14.monocytes515,35.2902189793714,9.40364443884581
cd14.monocytes60,21.2100764175533,8.06262442949572
cd14.monocytes1586,20.9622991084136,20.1799718268457
cd14.monocytes188,21.0587190744794,7.81684110656798
cd14.monocytes37,37.7259550803605,0.505954267561058
cd14.monocytes525,27.9255454715448,8.26808580999954
cd14.monocytes2395,39.313155983608,1.05086949092741
cd14.monocytes30,24.5016864123518,2.54830886683158
cd14.monocytes366,31.5211061204219,-4.54919869575004
cd14.monocytes302,39.4416040117277,6.8896834454175
cd14.monocytes396,30.7463901829505,-0.624809982265972
cd14.monocytes2164,21.9408744257172,9.92650023136271
cd14.monocytes2521,36.1931479808949,7.16089393967504
cd14.monocytes2355,33.5543305974726,-4.42107516423993
cd14.monocytes1497,33.5724307794141,1.3656618482776
cd14.monocytes1946,26.4086467521881,9.39236346549797
cd14.monocytes2403,30.0166399551529,-2.71519876518189
cd14.monocytes1117,24.6860322099901,11.109349907525
cd14.monocytes1652,29.2179068689888,4.61183639568478
cd14.monocytes1093,36.8791653123227,5.84736579577079
cd14.monocytes641,27.4517634666037,-0.1763253709761
cd14.monocytes20,34.1078748847828,1.55496038476326
cd14.monocytes51,33.2890959321941,2.41860331010036
cd14.monocytes546,33.6603958980992,6.7146873774258
cd14.monocytes2048,34.0697239987371,8.61783697092658
cd14.monocytes2174,21.0584698650695,16.5962240331822
cd14.monocytes2440,28.4063171534001,1.65581859669327
cd14.monocytes354,30.7886720465323,-0.207918090068042
cd14.monocytes835,21.0554240906123,19.9817143090618
cd14.monocytes874,35.4693304688427,10.1849506485828
cd14.monocytes1312,32.1322047897063,7.96931709792866
cd14.monocytes719,33.1082138053533,8.13400384670302
cd14.monocytes2562,23.7768884768687,10.0760079171737
cd14.monocytes2141,20.9770183079651,14.0022809949225
cd14.monocytes1549,27.0575877566283,5.48964410071732
cd14.monocytes711,24.3060006758182,6.95515311311152
cd14.monocytes1915,21.9248568461457,13.6194076117315
cd14.monocytes1425,35.4641802322666,-3.1256103171856
cd14.monocytes1205,24.3606752306583,1.09357287956691
cd14.monocytes1386,21.5617789184846,12.2867508961603
cd14.monocytes713,40.0760238852643,7.67778275964429
cd14.monocytes2348,35.1221376973797,-4.48683523850486
cd14.monocytes887,31.9231314192767,-1.78087029219042
cd14.monocytes1376,30.3885422510806,-0.638051741882629
cd14.monocytes1843,32.2665614355248,-0.57419486154766
cd14.monocytes696,35.0133576793809,0.410400510687588
cd14.monocytes459,34.1589347319886,8.69733130409806
cd14.monocytes1176,35.0729383878647,6.00425210767702
cd14.monocytes394,27.3131357622403,-1.55066944374549
cd14.monocytes631,37.3518646456594,3.36677152376633
cd14.monocytes1441,26.3505319494385,8.48081569792281
cd14.monocytes788,20.7756501888187,20.1582179493452
cd14.monocytes1687,38.2189308598874,0.446399401228674
cd14.monocytes524,26.3333870545796,1.48049251169062
cd14.monocytes105,39.0135215067863,-1.70160099955662
cd14.monocytes2503,31.0249166137161,-1.72771342917675
cd14.monocytes1808,33.2522886273576,-4.58806999115361
cd14.monocytes1979,33.8903655851699,-1.415634585072
cd14.monocytes1163,34.0916974109984,-4.56250492378878
cd14.monocytes2478,21.1688602480066,20.366507223865
cd14.monocytes986,27.9047284891773,-1.12409219702331
cd14.monocytes392,37.4476090789627,3.33608553539304
cd14.monocytes1992,31.5592395848923,-4.11694721316628
cd14.monocytes513,24.8640104205552,10.285462284913
cd14.monocytes2139,38.7356101213436,-3.01067520023798
cd14.monocytes1919,28.4648067850493,0.458867854222922
cd14.monocytes289,25.660327427018,6.31046842843932
cd14.monocytes1776,33.115515770336,-4.39012996445403
cd14.monocytes1937,33.9398378356969,0.683062056780217
cd14.monocytes371,29.0430713206648,5.12321545055202
cd14.monocytes2535,35.4669789544816,-4.56092140005462
cd14.monocytes2223,21.0958879602697,17.0644956008099
cd14.monocytes2467,39.4323302807157,5.88357145367472
cd14.monocytes1160,34.0037575313247,-2.63105270485896
cd14.monocytes1567,33.7682192620275,2.50221830066463
cd14.monocytes1303,21.2405580010282,16.2738410370327
cd14.monocytes1265,37.3083463773235,4.10787386873074
cd14.monocytes614,31.3337679487931,0.883645842156271
cd14.monocytes164,21.0896644079659,16.5011301389314
cd14.monocytes2178,32.9264111588696,-0.0422491468678225
cd14.monocytes2419,22.3861553635847,9.06177888802371
cd14.monocytes442,22.1558253647024,8.7522315891187
cd14.monocytes2140,38.4051523628957,-3.13657807614743
cd14.monocytes1850,26.5993820718291,0.184822149040981
cd14.monocytes2386,34.5592638436789,-0.110902483680827
cd14.monocytes1999,38.9437263282228,-1.54931102256486
cd14.monocytes2316,26.399838355245,8.17273716991991
cd14.monocytes1189,36.4186257941008,7.70003522454041
cd14.monocytes582,21.2650017729701,19.6522295102357
cd14.monocytes271,40.7236684935211,-1.52089012040408
cd14.monocytes2463,40.8009119650585,6.69054783950198
cd14.monocytes2548,24.4383426337035,0.571328121138435
cd14.monocytes1443,32.8238073874583,7.08629907993577
cd14.monocytes1406,33.0957235046941,-1.68572233883464
cd14.monocytes2364,41.2132403163102,5.22964901625351
cd14.monocytes130,32.2927867954279,-6.20847348807622
cd14.monocytes1139,23.9700263743448,11.7268391653906
cd14.monocytes758,35.1087149611122,6.87645148837694
cd14.monocytes1641,39.6270517071107,1.32501664021833
cd14.monocytes1727,37.8928777478236,-0.744146827173445
cd14.monocytes2166,36.4928656049767,2.0221973919253
cd14.monocytes556,35.7186383057198,9.84165367597661
cd14.monocytes428,21.1435851652136,20.9356581407689
cd14.monocytes1852,27.4819233257672,9.42124618257821
cd14.monocytes795,32.0026767097834,0.632618498492183
cd14.monocytes2336,23.5797272950544,1.44241750445821
cd14.monocytes1896,25.2688460034384,5.87292426025689
cd14.monocytes2367,33.1458103132243,-2.00519819715257
cd14.monocytes729,21.0785010427521,19.0805261742981
cd14.monocytes2036,28.4140825045703,1.02606385260041
cd14.monocytes2570,25.206714214554,10.3585857697901
cd14.monocytes1023,29.8939063219797,-4.53231611573785
cd14.monocytes1917,27.3721700472992,4.9663114550639
cd14.monocytes1973,40.7834048456148,4.82351791356351
cd14.monocytes110,22.769063514453,12.341071221052
cd14.monocytes1077,38.2339446867492,6.25433602703102
cd14.monocytes1492,40.9857245429713,4.86072827807457
cd14.monocytes1421,31.8254990479941,8.91640204150459
cd14.monocytes175,38.5921574976087,2.04955339752829
cd14.monocytes1297,26.4661895567551,10.0123675301871
cd14.monocytes161,24.6827168449881,4.9500981035865
cd14.monocytes1394,38.2225813600318,3.08850642743917
cd14.monocytes1183,30.9679872918983,-1.06847326654425
cd14.monocytes1395,27.9514268021629,7.04967059229987
cd14.monocytes1170,39.4828429155475,6.45866497080045
cd14.monocytes1488,38.7369861248588,7.46608857978396
cd14.monocytes1089,23.6779609121142,8.61708766473578
cd14.monocytes1647,41.5604630316854,6.55679862801721
cd14.monocytes2004,41.3468357347837,5.10856019291401
cd14.monocytes1875,25.9227053392992,0.435040105024973
cd14.monocytes1375,35.6884317607916,1.5975721736752
cd14.monocytes296,34.6259650450615,5.9982685127693
cd14.monocytes559,38.2711218326858,0.667089986482286
cd14.monocytes10,30.6597598434616,-1.48353231872718
cd14.monocytes1221,33.7533582956549,-2.04273749282916
cd14.monocytes141,37.4743365738827,-4.03220372106144
cd14.monocytes676,33.0673626115419,-5.16834439416735
cd14.monocytes602,21.0812714170765,16.2014097761894
cd14.monocytes1052,28.3241420167725,8.19526161768726
cd14.monocytes193,33.566193659211,1.2766283426112
cd14.monocytes279,37.0805536630269,0.480189721262113
cd14.monocytes482,28.1169286923833,1.9785542451001
cd14.monocytes1009,37.2240609021582,8.79224134047854
cd14.monocytes1969,21.1239427607128,7.59744701305378
cd14.monocytes1200,29.250299754158,8.28963457893882
cd14.monocytes2054,38.3719242661861,4.02480859921354
cd14.monocytes535,25.5162384907061,11.7245986132882
cd14.monocytes1550,37.7817806426992,5.27482814440636
cd14.monocytes1144,26.637812794107,1.88348904793791
cd14.monocytes1437,30.9869729277953,7.33731289080466
cd14.monocytes572,42.0223568437966,5.51624151909978
cd14.monocytes1829,22.9664229005651,9.83554336243427
cd14.monocytes575,21.4956072423716,8.83209131024265
cd14.monocytes257,34.5733504520708,3.55206350335338
cd14.monocytes926,35.4309023760243,4.98421299484332
cd14.monocytes1991,33.7192440809203,-3.06017184677509
cd14.monocytes1519,21.0001554604883,19.6694875406667
cd14.monocytes534,36.8125200340046,5.49109745521125
cd14.monocytes923,29.4180895655078,8.95379097903577
cd14.monocytes1339,41.7031734894074,5.58302491535678
cd14.monocytes1268,38.0361105395313,6.5210134814636
cd14.monocytes1186,32.5997714654064,-3.0906390020197
cd14.monocytes1835,26.4684311819492,7.97114125995289
cd14.monocytes818,25.2502487892294,6.25990235234413
cd14.monocytes853,27.6234241046862,9.19266562653202
cd14.monocytes1433,29.0757869392526,12.1060377572498
cd14.monocytes1008,37.0564007266259,2.73345213838753
cd14.monocytes1848,38.5014491132701,8.49352183354192
cd14.monocytes1526,31.1211884686496,-3.00855362167482
cd14.monocytes2599,21.2228363877268,15.8230592625114
cd14.monocytes229,20.463984547517,13.6612097922725
cd14.monocytes1672,33.2201439644155,-3.18131708119658
cd14.monocytes1548,21.1794708131989,16.4011463293548
cd14.monocytes1621,20.7873781634124,18.1661137596102
cd14.monocytes649,29.6142727017862,8.84540516924175
cd14.monocytes1010,21.9541557411644,8.99156860513492
cd14.monocytes2222,39.7035267138757,0.576536979650453
cd14.monocytes17,23.3583822178711,11.8543266172778
cd14.monocytes85,28.4291531789141,1.84370744992026
cd14.monocytes869,31.9499744278551,-1.16811381114166
cd14.monocytes518,23.5054014691811,6.06563574431021
cd14.monocytes1353,40.7799864813232,6.62275376555004
cd14.monocytes2578,-39.9603902431091,8.7795008029403
cd14.monocytes687,21.3559625029538,12.0109830980355
cd14.monocytes260,35.2331984857758,0.349647293275049
cd14.monocytes844,38.2120683885732,2.05815615135353
cd14.monocytes2064,38.5232421969611,0.878565749613837
cd14.monocytes1390,28.4674051330844,1.93456685526138
cd14.monocytes246,33.4692987930797,8.56839025503268
cd14.monocytes2560,31.4474736151018,-5.91578821047283
cd14.monocytes1827,33.2245887566493,3.81441580594627
cd14.monocytes1694,37.2033746630811,7.48914702557718
cd14.monocytes1535,29.7433009857835,-0.0129003337997184
cd14.monocytes2432,22.266039318967,12.6918137901291
cd14.monocytes408,23.5112925712897,10.8335545194072
cd14.monocytes1818,35.3826136530391,5.16766104806727
cd14.monocytes586,37.9227058647293,9.11472681771235
cd14.monocytes2258,38.4287497448212,-2.1742530017525
cd14.monocytes738,32.0278188214828,-3.52328895156835
cd14.monocytes2193,33.7508124146982,-4.02098264754808
cd14.monocytes1245,38.1883038027915,4.76153583470199
cd14.monocytes1913,36.6740867374872,-0.382032839349036
cd14.monocytes786,26.0438639544284,5.37101091433954
cd14.monocytes1502,35.8905159579533,7.84959853344798
cd14.monocytes1718,33.6506629588594,-5.10718971543987
cd14.monocytes1510,26.4326741710359,5.37033454701098
cd14.monocytes2436,25.1196182722508,7.59356289919839
cd14.monocytes1333,26.4207521356282,6.22300358215551
cd14.monocytes33,27.3233539708826,3.56512825110534
cd14.monocytes940,33.5066001571251,-5.44984330642899
cd14.monocytes994,27.7594752966829,8.23141972407185
cd14.monocytes1463,22.013983320077,8.77610316789109
cd14.monocytes2607,38.9700237503346,7.24769989308956
cd14.monocytes250,21.0412527866606,19.7333430202914
cd14.monocytes1774,35.9005643052607,2.9622647638883
cd14.monocytes2393,24.1550041140157,1.76551671196462
cd14.monocytes2462,28.5161078058908,3.37696001384416
cd14.monocytes382,34.5554044018645,-1.56397447041218
cd14.monocytes284,23.917121691047,1.53817578936174
cd14.monocytes1467,36.5770629845307,3.31150901356283
cd14.monocytes594,38.4671418834606,3.16720335955957
cd14.monocytes2061,27.6870326684252,-0.300388687180249
cd14.monocytes1543,34.7800589626766,3.98552447072381
cd14.monocytes2250,40.390147847522,-2.12856136880683
cd14.monocytes59,36.4248323186321,5.76747138240092
cd14.monocytes2125,30.6366253658842,-1.76900719317165
cd14.monocytes1282,31.5111369802177,0.754254712092603
cd14.monocytes1236,30.7375637114799,6.18385765674274
cd14.monocytes2335,25.7117206254077,8.4384690048604
cd14.monocytes1306,37.7714844322995,3.29073488265226
cd14.monocytes1059,34.281526587751,-5.18679509801681
cd14.monocytes1822,36.3642498112133,4.95554293214315
cd14.monocytes1601,28.2861746211746,5.9675587239041
cd14.monocytes1953,24.6541875100422,1.49209340701232
cd14.monocytes1523,27.6574851591378,-0.757622680644369
cd14.monocytes86,38.6302947422397,2.74928872311688
cd14.monocytes1985,35.9029811654654,-1.54661990539819
cd14.monocytes368,22.7635724427623,10.9667029085866
cd14.monocytes1172,33.9169041871121,-2.21177099836891
cd14.monocytes1033,23.0675857636673,5.99816438393943
cd14.monocytes2299,24.0470157653715,3.09388910762087
cd14.monocytes2585,22.7576714774992,7.85935077995471
cd14.monocytes2087,38.7808969690721,-2.02589874165505
cd14.monocytes416,30.9556155462515,7.38904839191629
cd14.monocytes807,24.2075843320929,7.44674865052117
cd14.monocytes832,27.3069009558901,-0.847559144085224
cd14.monocytes1673,23.8816992085479,11.4436369341923
cd14.monocytes239,23.3283207768611,11.6242447970021
cd14.monocytes1743,36.3016278201419,-1.69403763763186
cd14.monocytes1623,32.8788088811319,6.98012153718174
cd14.monocytes1427,24.9224428578974,5.23929504906092
cd14.monocytes1253,31.6271112894678,7.82865708206953
cd14.monocytes1948,24.9590846013962,6.59566803667665
cd14.monocytes1691,31.4553598340066,-1.22384653752681
cd14.monocytes880,38.4962140578345,-0.883261921416508
cd14.monocytes1725,40.7612840494951,6.90987843772564
cd14.monocytes230,39.8687030844449,7.65939098292541
cd14.monocytes2334,25.5794283100407,6.21335390153755
cd14.monocytes2473,33.2870294186691,5.63339517921636
cd14.monocytes75,33.7956089132329,8.58475538069995
cd14.monocytes2464,24.6931839133161,0.146614847636281
cd14.monocytes569,25.6125142599403,3.67819773657967
cd14.monocytes1320,36.3226436119224,3.07033344491292
cd14.monocytes2312,33.2150436562103,-3.11031997025885
cd14.monocytes2137,29.5991977920832,0.947461029779629
cd14.monocytes2091,36.1530476361844,-2.36428050099911
